timestamp,cell_load_prb,rnti,rsrp_dbm,ber_dl,ber_ul,mcs_dl,mcs_ul
2025-08-28T12:22:37.422693,39,1804289383,-45.96,0.7307,0.3284,14,10
2025-08-28T12:22:37.422693,39,846930886,-94.27,0.6848,0.6531,2,2
2025-08-28T12:22:37.422693,39,1681692777,-51.39,0.2605,0.8774,16,16
2025-08-28T12:22:37.422693,39,1714636915,-60.68,0.3616,0.5767,19,10
2025-08-28T12:22:37.428904,81,1804289383,-101.02,0.2884,0.3296,5,22
2025-08-28T12:22:37.428904,81,846930886,-101.18,0.8274,0.3315,23,11
2025-08-28T12:22:37.428904,81,1681692777,-50.09,0.9189,0.7649,3,13
2025-08-28T12:22:37.428904,81,1714636915,-25.69,0.3838,0.7743,23,18
2025-08-28T12:22:37.926958,13,1804289383,-90.27,0.7937,0.5480,4,24
2025-08-28T12:22:37.926958,13,846930886,-62.38,0.8740,0.4981,25,12
2025-08-28T12:22:37.926958,13,1681692777,-73.63,0.8646,0.4924,4,8
2025-08-28T12:22:37.926958,13,1714636915,-51.58,0.2911,0.1804,12,2
2025-08-28T12:22:37.932679,41,1804289383,-47.57,0.4924,0.8381,13,20
2025-08-28T12:22:37.932679,41,846930886,-106.18,0.4985,0.1213,27,5
2025-08-28T12:22:37.932679,41,1681692777,-57.79,0.9319,0.9085,4,3
2025-08-28T12:22:37.932679,41,1714636915,-80.57,0.4961,0.3350,14,4
2025-08-28T12:22:37.934261,25,1804289383,-109.22,0.1512,0.0725,21,12
2025-08-28T12:22:37.934261,25,846930886,-110.89,0.2883,0.3314,12,4
2025-08-28T12:22:37.934261,25,1681692777,-54.13,0.5836,0.2655,9,2
2025-08-28T12:22:37.934261,25,1714636915,-57.43,0.1573,0.8830,22,21
2025-08-28T12:22:38.422404,15,1804289383,-80.56,0.4262,0.8299,17,25
2025-08-28T12:22:38.422404,15,846930886,-21.52,0.7294,0.6387,27,18
2025-08-28T12:22:38.422404,15,1681692777,-119.46,0.1361,0.4108,1,8
2025-08-28T12:22:38.422404,15,1714636915,-33.45,0.2937,0.1147,26,11
2025-08-28T12:22:38.424526,14,1804289383,-98.91,0.9865,0.7079,23,20
2025-08-28T12:22:38.424526,14,846930886,-81.71,0.0939,0.0996,26,11
2025-08-28T12:22:38.424526,14,1681692777,-114.85,0.8091,0.1317,2,4
2025-08-28T12:22:38.424526,14,1714636915,-75.74,0.7809,0.6921,8,9
2025-08-28T12:22:38.924934,36,1804289383,-83.81,0.5299,0.5950,24,0
2025-08-28T12:22:38.924934,36,846930886,-59.03,0.4766,0.1698,1,21
2025-08-28T12:22:38.924934,36,1681692777,-37.02,0.5962,0.2337,11,14
2025-08-28T12:22:38.924934,36,1714636915,-71.83,0.9237,0.1696,26,4
2025-08-28T12:22:38.928658,72,1804289383,-85.57,0.3572,0.8783,9,27
2025-08-28T12:22:38.928658,72,846930886,-42.17,0.0363,0.2575,26,1
2025-08-28T12:22:38.928658,72,1681692777,-100.20,0.3082,0.2210,20,9
2025-08-28T12:22:38.928658,72,1714636915,-48.05,0.6746,0.7823,10,21
2025-08-28T12:22:38.929934,77,1804289383,-81.43,0.4340,0.2310,6,16
2025-08-28T12:22:38.929934,77,846930886,-81.98,0.5554,0.0146,1,27
2025-08-28T12:22:38.929934,77,1681692777,-55.03,0.7374,0.2604,12,3
2025-08-28T12:22:38.929934,77,1714636915,-50.22,0.6860,0.8098,26,19
2025-08-28T12:22:39.428330,14,1804289383,-58.16,0.5330,0.8439,4,7
2025-08-28T12:22:39.428330,14,846930886,-48.11,0.4007,0.3622,17,16
2025-08-28T12:22:39.428330,14,1681692777,-113.64,0.1529,0.0329,27,5
2025-08-28T12:22:39.428330,14,1714636915,-63.22,0.6190,0.7003,17,13
2025-08-28T12:22:39.436380,35,1804289383,-34.24,0.2616,0.6554,7,12
2025-08-28T12:22:39.436380,35,846930886,-54.67,0.6673,0.8790,0,5
2025-08-28T12:22:39.436380,35,1681692777,-69.65,0.1863,0.1571,21,18
2025-08-28T12:22:39.436380,35,1714636915,-80.55,0.9042,0.1911,9,1
2025-08-28T12:22:39.438133,39,1804289383,-96.69,0.7390,0.9325,3,9
2025-08-28T12:22:39.438133,39,846930886,-64.74,0.9334,0.4944,12,1
2025-08-28T12:22:39.438133,39,1681692777,-54.28,0.8141,0.5945,26,20
2025-08-28T12:22:39.438133,39,1714636915,-61.08,0.3245,0.8743,2,2
2025-08-28T12:22:39.925468,96,1804289383,-59.56,0.7949,0.2628,14,18
2025-08-28T12:22:39.925468,96,846930886,-32.70,0.7955,0.8651,8,3
2025-08-28T12:22:39.925468,96,1681692777,-55.44,0.6120,0.5969,24,6
2025-08-28T12:22:39.925468,96,1714636915,-49.91,0.5790,0.0330,6,16
2025-08-28T12:22:39.927466,19,1804289383,-68.97,0.1126,0.4898,2,23
2025-08-28T12:22:39.927466,19,846930886,-74.79,0.3847,0.6377,27,4
2025-08-28T12:22:39.927466,19,1681692777,-118.25,0.2470,0.4068,20,16
2025-08-28T12:22:39.927466,19,1714636915,-75.33,0.8129,0.5827,13,13
2025-08-28T12:22:39.929939,62,1804289383,-60.27,0.0743,0.6408,17,19
2025-08-28T12:22:39.929939,62,846930886,-46.21,0.6302,0.9235,5,13
2025-08-28T12:22:39.929939,62,1681692777,-25.11,0.8506,0.9527,25,6
2025-08-28T12:22:39.929939,62,1714636915,-98.09,0.3336,0.5367,27,2
2025-08-28T12:22:40.427227,13,1804289383,-101.62,0.8843,0.9673,25,5
2025-08-28T12:22:40.427227,13,846930886,-94.24,0.7664,0.9048,18,19
2025-08-28T12:22:40.427227,13,1681692777,-63.92,0.3318,0.4024,3,18
2025-08-28T12:22:40.427227,13,1714636915,-83.99,0.1910,0.4780,15,22
2025-08-28T12:22:40.430092,76,1804289383,-109.02,0.6065,0.8654,17,19
2025-08-28T12:22:40.430092,76,846930886,-52.34,0.6465,0.5927,27,7
2025-08-28T12:22:40.430092,76,1681692777,-95.74,0.5609,0.5636,9,0
2025-08-28T12:22:40.430092,76,1714636915,-59.86,0.0091,0.9237,13,9
2025-08-28T12:22:40.431424,52,1804289383,-71.23,0.1731,0.4480,15,24
2025-08-28T12:22:40.431424,52,846930886,-90.71,0.9657,0.1553,18,5
2025-08-28T12:22:40.431424,52,1681692777,-72.42,0.8994,0.7476,23,1
2025-08-28T12:22:40.431424,52,1714636915,-57.68,0.1223,0.8657,16,19
2025-08-28T12:22:40.927298,14,1804289383,-99.70,0.2823,0.1672,11,15
2025-08-28T12:22:40.927298,14,846930886,-25.31,0.1267,0.2276,8,26
2025-08-28T12:22:40.927298,14,1681692777,-55.15,0.1200,0.4618,24,3
2025-08-28T12:22:40.927298,14,1714636915,-80.63,0.6142,0.0706,27,11
2025-08-28T12:22:40.929443,15,1804289383,-63.38,0.2441,0.9124,6,5
2025-08-28T12:22:40.929443,15,846930886,-44.66,0.4318,0.8139,1,26
2025-08-28T12:22:40.929443,15,1681692777,-99.91,0.0357,0.5235,1,10
2025-08-28T12:22:40.929443,15,1714636915,-55.33,0.3276,0.8893,2,9
2025-08-28T12:22:40.937329,0,1804289383,-51.81,0.8033,0.6987,0,19
2025-08-28T12:22:40.937329,0,846930886,-39.06,0.7525,0.2979,13,18
2025-08-28T12:22:40.937329,0,1681692777,-104.27,0.0534,0.1015,1,7
2025-08-28T12:22:40.937329,0,1714636915,-31.04,0.5891,0.0581,3,6
2025-08-28T12:22:41.427408,49,1804289383,-61.30,0.4691,0.2570,3,6
2025-08-28T12:22:41.427408,49,846930886,-27.39,0.4764,0.8155,23,13
2025-08-28T12:22:41.427408,49,1681692777,-93.58,0.7294,0.2252,1,8
2025-08-28T12:22:41.427408,49,1714636915,-85.25,0.0167,0.9315,24,15
2025-08-28T12:22:41.430206,24,1804289383,-55.49,0.3072,0.6799,5,4
2025-08-28T12:22:41.430206,24,846930886,-98.55,0.7032,0.3329,9,20
2025-08-28T12:22:41.430206,24,1681692777,-35.49,0.6836,0.0162,4,11
2025-08-28T12:22:41.430206,24,1714636915,-67.32,0.3215,0.6680,18,12
2025-08-28T12:22:41.432131,14,1804289383,-31.02,0.0732,0.5144,0,4
2025-08-28T12:22:41.432131,14,846930886,-46.33,0.8213,0.9590,3,0
2025-08-28T12:22:41.432131,14,1681692777,-119.49,0.0439,0.0239,15,10
2025-08-28T12:22:41.432131,14,1714636915,-69.26,0.7083,0.8201,15,10
2025-08-28T12:22:41.928012,1,1804289383,-115.66,0.4836,0.9234,16,12
2025-08-28T12:22:41.928012,1,846930886,-110.71,0.7114,0.6112,2,24
2025-08-28T12:22:41.928012,1,1681692777,-44.27,0.1661,0.4759,6,23
2025-08-28T12:22:41.928012,1,1714636915,-45.63,0.5786,0.7365,4,12
2025-08-28T12:22:41.929963,92,1804289383,-92.51,0.9464,0.1015,5,25
2025-08-28T12:22:41.929963,92,846930886,-92.28,0.0950,0.7467,5,22
2025-08-28T12:22:41.929963,92,1681692777,-21.89,0.7609,0.0967,5,7
2025-08-28T12:22:41.929963,92,1714636915,-76.56,0.6925,0.4565,13,16
2025-08-28T12:22:41.931156,57,1804289383,-82.20,0.1300,0.0813,27,16
2025-08-28T12:22:41.931156,57,846930886,-61.76,0.1145,0.8807,15,13
2025-08-28T12:22:41.931156,57,1681692777,-25.68,0.5289,0.3123,4,0
2025-08-28T12:22:41.931156,57,1714636915,-80.07,0.0383,0.5149,2,1
2025-08-28T12:22:41.932565,15,1804289383,-119.46,0.3082,0.4338,5,22
2025-08-28T12:22:41.932565,15,846930886,-41.97,0.4619,0.0842,11,11
2025-08-28T12:22:41.932565,15,1681692777,-113.73,0.9102,0.8672,23,26
2025-08-28T12:22:41.932565,15,1714636915,-109.05,0.1771,0.9279,2,15
2025-08-28T12:22:42.429435,66,1804289383,-79.34,0.7003,0.5394,21,15
2025-08-28T12:22:42.429435,66,846930886,-41.08,0.9216,0.2217,9,27
2025-08-28T12:22:42.429435,66,1681692777,-81.27,0.0975,0.8080,4,14
2025-08-28T12:22:42.429435,66,1714636915,-48.56,0.8493,0.8315,4,10
2025-08-28T12:22:42.431636,11,1804289383,-52.82,0.5024,0.5788,24,11
2025-08-28T12:22:42.431636,11,846930886,-105.61,0.5997,0.1390,27,24
2025-08-28T12:22:42.431636,11,1681692777,-101.60,0.8443,0.7353,23,16
2025-08-28T12:22:42.431636,11,1714636915,-109.78,0.1056,0.8884,27,8
2025-08-28T12:22:42.436579,79,1804289383,-25.30,0.2877,0.6576,1,14
2025-08-28T12:22:42.436579,79,846930886,-105.79,0.7785,0.9363,16,20
2025-08-28T12:22:42.436579,79,1681692777,-96.72,0.6445,0.8734,12,7
2025-08-28T12:22:42.436579,79,1714636915,-42.67,0.8326,0.8130,12,2
2025-08-28T12:22:42.438214,81,1804289383,-91.57,0.7638,0.7744,1,2
2025-08-28T12:22:42.438214,81,846930886,-84.02,0.1727,0.1790,3,10
2025-08-28T12:22:42.438214,81,1681692777,-87.43,0.6475,0.1007,18,23
2025-08-28T12:22:42.438214,81,1714636915,-45.03,0.1042,0.8058,11,14
2025-08-28T12:22:42.929472,42,1804289383,-113.18,0.2722,0.5996,14,0
2025-08-28T12:22:42.929472,42,846930886,-73.93,0.8812,0.6748,2,21
2025-08-28T12:22:42.929472,42,1681692777,-62.33,0.2244,0.2461,27,12
2025-08-28T12:22:42.929472,42,1714636915,-71.41,0.7494,0.4802,19,1
2025-08-28T12:22:42.931809,95,1804289383,-119.72,0.2932,0.1846,23,24
2025-08-28T12:22:42.931809,95,846930886,-51.25,0.8086,0.6505,8,13
2025-08-28T12:22:42.931809,95,1681692777,-108.70,0.9597,0.7751,12,8
2025-08-28T12:22:42.931809,95,1714636915,-53.21,0.9942,0.5361,7,20
2025-08-28T12:22:42.933757,3,1804289383,-100.65,0.7119,0.4053,17,27
2025-08-28T12:22:42.933757,3,846930886,-85.28,0.6736,0.3239,5,25
2025-08-28T12:22:42.933757,3,1681692777,-73.99,0.6404,0.7171,25,15
2025-08-28T12:22:42.933757,3,1714636915,-50.66,0.2687,0.1916,1,26
2025-08-28T12:22:42.935077,66,1804289383,-68.56,0.2192,0.3493,18,10
2025-08-28T12:22:42.935077,66,846930886,-39.06,0.0505,0.0943,18,13
2025-08-28T12:22:42.935077,66,1681692777,-101.99,0.5213,0.2843,8,14
2025-08-28T12:22:42.935077,66,1714636915,-41.38,0.8538,0.6831,9,17
2025-08-28T12:22:43.431591,40,1804289383,-23.23,0.1034,0.6004,15,8
2025-08-28T12:22:43.431591,40,846930886,-88.68,0.1593,0.8026,0,13
2025-08-28T12:22:43.431591,40,1681692777,-23.00,0.5323,0.7450,21,27
2025-08-28T12:22:43.431591,40,1714636915,-30.21,0.0205,0.0531,2,26
2025-08-28T12:22:43.436948,46,1804289383,-42.16,0.1838,0.2199,14,0
2025-08-28T12:22:43.436948,46,846930886,-74.01,0.4615,0.4090,24,10
2025-08-28T12:22:43.436948,46,1681692777,-39.68,0.5633,0.2022,24,16
2025-08-28T12:22:43.436948,46,1714636915,-81.55,0.9626,0.4752,13,2
2025-08-28T12:22:43.439038,96,1804289383,-32.44,0.1032,0.9009,1,27
2025-08-28T12:22:43.439038,96,846930886,-37.91,0.9287,0.0897,18,9
2025-08-28T12:22:43.439038,96,1681692777,-91.28,0.0047,0.1882,12,27
2025-08-28T12:22:43.439038,96,1714636915,-47.82,0.7487,0.0365,25,9
2025-08-28T12:22:43.440375,43,1804289383,-24.23,0.5527,0.6753,9,4
2025-08-28T12:22:43.440375,43,846930886,-20.40,0.4329,0.0086,15,18
2025-08-28T12:22:43.440375,43,1681692777,-39.90,0.0993,0.2646,4,25
2025-08-28T12:22:43.440375,43,1714636915,-119.30,0.7297,0.3807,27,14
2025-08-28T12:22:43.931407,41,1804289383,-56.08,0.8863,0.1767,10,24
2025-08-28T12:22:43.931407,41,846930886,-92.41,0.6757,0.8701,24,5
2025-08-28T12:22:43.931407,41,1681692777,-108.71,0.8286,0.2230,19,3
2025-08-28T12:22:43.931407,41,1714636915,-34.32,0.5458,0.4612,4,25
2025-08-28T12:22:43.934262,45,1804289383,-95.28,0.1741,0.1877,0,0
2025-08-28T12:22:43.934262,45,846930886,-58.45,0.6279,0.3671,27,14
2025-08-28T12:22:43.934262,45,1681692777,-118.20,0.5018,0.6941,4,15
2025-08-28T12:22:43.934262,45,1714636915,-30.46,0.6937,0.5201,13,13
2025-08-28T12:22:43.935499,76,1804289383,-102.33,0.4644,0.7882,0,2
2025-08-28T12:22:43.935499,76,846930886,-95.65,0.6379,0.1820,10,8
2025-08-28T12:22:43.935499,76,1681692777,-81.47,0.4177,0.2123,21,26
2025-08-28T12:22:43.935499,76,1714636915,-45.48,0.0132,0.1449,16,14
2025-08-28T12:22:43.936633,60,1804289383,-30.29,0.2246,0.5417,22,6
2025-08-28T12:22:43.936633,60,846930886,-72.32,0.4172,0.7395,9,12
2025-08-28T12:22:43.936633,60,1681692777,-55.99,0.9412,0.8807,17,25
2025-08-28T12:22:43.936633,60,1714636915,-74.17,0.2780,0.4484,13,14
2025-08-28T12:22:44.431669,9,1804289383,-54.62,0.5148,0.9718,25,7
2025-08-28T12:22:44.431669,9,846930886,-68.45,0.7987,0.3897,11,7
2025-08-28T12:22:44.431669,9,1681692777,-66.63,0.7402,0.8642,22,18
2025-08-28T12:22:44.431669,9,1714636915,-62.35,0.9509,0.3238,18,17
2025-08-28T12:22:44.434130,12,1804289383,-41.59,0.9241,0.4273,11,22
2025-08-28T12:22:44.434130,12,846930886,-119.21,0.2326,0.5971,19,20
2025-08-28T12:22:44.434130,12,1681692777,-107.32,0.5227,0.7909,27,13
2025-08-28T12:22:44.434130,12,1714636915,-90.86,0.9255,0.5569,27,10
2025-08-28T12:22:44.435444,65,1804289383,-58.41,0.1122,0.7273,1,3
2025-08-28T12:22:44.435444,65,846930886,-47.85,0.9396,0.7883,4,20
2025-08-28T12:22:44.435444,65,1681692777,-110.99,0.6456,0.1541,18,1
2025-08-28T12:22:44.435444,65,1714636915,-33.27,0.3227,0.3816,0,21
2025-08-28T12:22:44.437011,61,1804289383,-64.27,0.9327,0.9815,19,27
2025-08-28T12:22:44.437011,61,846930886,-104.51,0.1142,0.0000,7,14
2025-08-28T12:22:44.437011,61,1681692777,-55.25,0.2671,0.0350,22,17
2025-08-28T12:22:44.437011,61,1714636915,-76.53,0.5872,0.2671,17,9
2025-08-28T12:22:44.932048,37,1804289383,-33.51,0.4682,0.6633,10,25
2025-08-28T12:22:44.932048,37,846930886,-107.23,0.2465,0.1949,24,10
2025-08-28T12:22:44.932048,37,1681692777,-105.77,0.0605,0.0826,6,19
2025-08-28T12:22:44.932048,37,1714636915,-105.55,0.2565,0.7691,22,1
2025-08-28T12:22:44.934252,78,1804289383,-30.96,0.5993,0.4483,10,11
2025-08-28T12:22:44.934252,78,846930886,-85.04,0.1576,0.7472,9,20
2025-08-28T12:22:44.934252,78,1681692777,-50.75,0.8177,0.3939,18,3
2025-08-28T12:22:44.934252,78,1714636915,-69.24,0.9390,0.3403,9,16
2025-08-28T12:22:44.936200,56,1804289383,-86.28,0.1227,0.0676,4,4
2025-08-28T12:22:44.936200,56,846930886,-31.17,0.1063,0.2567,18,23
2025-08-28T12:22:44.936200,56,1681692777,-64.14,0.4876,0.3554,1,12
2025-08-28T12:22:44.936200,56,1714636915,-45.95,0.7162,0.5474,1,23
2025-08-28T12:22:44.937264,95,1804289383,-49.64,0.8408,0.0675,10,2
2025-08-28T12:22:44.937264,95,846930886,-115.35,0.0439,0.7283,16,5
2025-08-28T12:22:44.937264,95,1681692777,-56.65,0.1692,0.0368,18,22
2025-08-28T12:22:44.937264,95,1714636915,-95.07,0.7398,0.5381,14,15
2025-08-28T12:22:44.938238,70,1804289383,-66.30,0.0022,0.7649,11,14
2025-08-28T12:22:44.938238,70,846930886,-27.20,0.0844,0.1335,9,0
2025-08-28T12:22:44.938238,70,1681692777,-80.47,0.7688,0.5268,6,1
2025-08-28T12:22:44.938238,70,1714636915,-62.02,0.4392,0.7178,24,2
2025-08-28T12:22:45.432542,64,1804289383,-116.97,0.4452,0.6477,8,21
2025-08-28T12:22:45.432542,64,846930886,-116.57,0.5684,0.0554,23,23
2025-08-28T12:22:45.432542,64,1681692777,-87.07,0.0365,0.5396,2,0
2025-08-28T12:22:45.432542,64,1714636915,-25.13,0.4137,0.5632,12,22
2025-08-28T12:22:45.434015,70,1804289383,-49.30,0.3999,0.6502,23,24
2025-08-28T12:22:45.434015,70,846930886,-70.22,0.4248,0.5129,12,3
2025-08-28T12:22:45.434015,70,1681692777,-90.78,0.9431,0.0866,27,14
2025-08-28T12:22:45.434015,70,1714636915,-69.16,0.8606,0.8046,18,4
2025-08-28T12:22:45.435296,89,1804289383,-22.55,0.1748,0.9263,4,8
2025-08-28T12:22:45.435296,89,846930886,-98.69,0.5377,0.1442,15,27
2025-08-28T12:22:45.435296,89,1681692777,-63.12,0.6130,0.4428,6,12
2025-08-28T12:22:45.435296,89,1714636915,-116.99,0.9935,0.0592,3,14
2025-08-28T12:22:45.436779,29,1804289383,-47.76,0.5190,0.6133,10,13
2025-08-28T12:22:45.436779,29,846930886,-109.09,0.5270,0.5015,3,8
2025-08-28T12:22:45.436779,29,1681692777,-117.91,0.2839,0.0503,23,17
2025-08-28T12:22:45.436779,29,1714636915,-59.66,0.5585,0.6237,11,11
2025-08-28T12:22:45.437820,42,1804289383,-43.73,0.7939,0.0542,23,11
2025-08-28T12:22:45.437820,42,846930886,-71.98,0.8218,0.3562,20,20
2025-08-28T12:22:45.437820,42,1681692777,-114.83,0.9992,0.7561,4,7
2025-08-28T12:22:45.437820,42,1714636915,-86.09,0.5787,0.4938,1,23
2025-08-28T12:22:45.930703,82,1804289383,-109.76,0.7529,0.5611,12,10
2025-08-28T12:22:45.930703,82,846930886,-72.93,0.7261,0.7466,16,11
2025-08-28T12:22:45.930703,82,1681692777,-47.42,0.2646,0.2658,0,19
2025-08-28T12:22:45.930703,82,1714636915,-40.62,0.5476,0.9468,5,16
2025-08-28T12:22:45.932541,52,1804289383,-41.47,0.4466,0.3278,6,25
2025-08-28T12:22:45.932541,52,846930886,-59.08,0.2792,0.0157,10,27
2025-08-28T12:22:45.932541,52,1681692777,-45.89,0.3621,0.3804,17,19
2025-08-28T12:22:45.932541,52,1714636915,-22.93,0.4673,0.2520,13,2
2025-08-28T12:22:45.934032,72,1804289383,-37.41,0.9447,0.9408,24,5
2025-08-28T12:22:45.934032,72,846930886,-102.10,0.7727,0.0520,26,12
2025-08-28T12:22:45.934032,72,1681692777,-56.96,0.6256,0.3766,13,6
2025-08-28T12:22:45.934032,72,1714636915,-30.77,0.9095,0.3179,20,25
2025-08-28T12:22:45.935374,11,1804289383,-44.02,0.1093,0.6977,3,11
2025-08-28T12:22:45.935374,11,846930886,-35.61,0.0117,0.5800,15,1
2025-08-28T12:22:45.935374,11,1681692777,-55.88,0.7886,0.1676,10,13
2025-08-28T12:22:45.935374,11,1714636915,-36.49,0.4139,0.0989,21,8
2025-08-28T12:22:45.936477,65,1804289383,-43.71,0.8394,0.5742,8,14
2025-08-28T12:22:45.936477,65,846930886,-98.74,0.0808,0.0148,19,14
2025-08-28T12:22:45.936477,65,1681692777,-117.10,0.3220,0.7351,6,3
2025-08-28T12:22:45.936477,65,1714636915,-45.59,0.0408,0.5114,22,3
2025-08-28T12:22:46.431511,11,1804289383,-62.05,0.4352,0.9679,27,24
2025-08-28T12:22:46.431511,11,846930886,-35.55,0.6784,0.9264,25,7
2025-08-28T12:22:46.431511,11,1681692777,-105.01,0.6838,0.1964,1,27
2025-08-28T12:22:46.431511,11,1714636915,-30.72,0.2307,0.8211,20,8
2025-08-28T12:22:46.438221,2,1804289383,-105.39,0.0032,0.1194,0,8
2025-08-28T12:22:46.438221,2,846930886,-77.23,0.6575,0.6474,14,6
2025-08-28T12:22:46.438221,2,1681692777,-44.04,0.8629,0.9521,3,24
2025-08-28T12:22:46.438221,2,1714636915,-102.17,0.4379,0.8806,12,14
2025-08-28T12:22:46.439750,80,1804289383,-53.15,0.2566,0.4175,24,6
2025-08-28T12:22:46.439750,80,846930886,-28.37,0.4896,0.8296,6,12
2025-08-28T12:22:46.439750,80,1681692777,-100.95,0.9195,0.6993,7,15
2025-08-28T12:22:46.439750,80,1714636915,-91.28,0.8480,0.4703,16,21
2025-08-28T12:22:46.441269,82,1804289383,-109.57,0.7843,0.4100,23,22
2025-08-28T12:22:46.441269,82,846930886,-29.19,0.9849,0.2964,27,24
2025-08-28T12:22:46.441269,82,1681692777,-37.29,0.1647,0.6700,23,23
2025-08-28T12:22:46.441269,82,1714636915,-96.56,0.3167,0.9310,15,5
2025-08-28T12:22:46.442377,36,1804289383,-22.32,0.5960,0.1659,6,24
2025-08-28T12:22:46.442377,36,846930886,-35.39,0.4471,0.7426,23,25
2025-08-28T12:22:46.442377,36,1681692777,-20.29,0.6304,0.5076,7,21
2025-08-28T12:22:46.442377,36,1714636915,-93.64,0.9820,0.0450,25,9
2025-08-28T12:22:46.931779,78,1804289383,-67.02,0.9045,0.0306,9,1
2025-08-28T12:22:46.931779,78,846930886,-95.61,0.4608,0.4572,16,27
2025-08-28T12:22:46.931779,78,1681692777,-61.21,0.8399,0.6020,25,8
2025-08-28T12:22:46.931779,78,1714636915,-73.79,0.0350,0.0379,0,13
2025-08-28T12:22:46.933407,64,1804289383,-35.90,0.6401,0.9277,9,26
2025-08-28T12:22:46.933407,64,846930886,-105.58,0.8860,0.2592,14,4
2025-08-28T12:22:46.933407,64,1681692777,-98.27,0.0487,0.1202,2,8
2025-08-28T12:22:46.933407,64,1714636915,-48.86,0.6781,0.7286,11,0
2025-08-28T12:22:46.934564,4,1804289383,-35.34,0.7162,0.9276,15,7
2025-08-28T12:22:46.934564,4,846930886,-110.48,0.8845,0.7942,10,20
2025-08-28T12:22:46.934564,4,1681692777,-47.22,0.7353,0.7429,0,4
2025-08-28T12:22:46.934564,4,1714636915,-40.32,0.6138,0.9902,3,22
